"","unid","opt_score"
"12730",102227,2
"12731",102227,NA
"12732",88833,NA
"12733",57285,NA
"12734",35989,7
"12735",35989,4
"12736",35989,5
"12737",35989,NA
"12738",24423,NA
"12739",88324,11
"12740",46428,NA
"12741",46428,NA
"12742",46428,NA
"12743",33458,6
"12744",33458,2
"12745",48998,NA
"12746",12176,7
"12747",12176,6
"12748",12176,NA
"12749",12176,NA
"12750",17596,11
"12751",9533,NA
"12752",63747,4
"12753",80194,5
"12754",22175,7
"12755",52909,8
"12756",52909,11
"12757",52909,10
"12758",70635,7
"12759",70635,4
"12760",70635,NA
"12761",15136,8
"12762",15136,12
"12763",42888,NA
"12764",47073,10
"12765",60880,4
"12766",60880,NA
"12767",3921,NA
"12768",3921,NA
"12769",60528,1
"12770",60528,1
"12771",60528,NA
"12772",93544,8
"12773",93544,9
"12774",3878,11
"12775",3878,NA
"12776",13563,6
"12777",33943,4
"12778",33943,5
"12779",33943,7
"12780",52787,NA
"12781",86524,NA
"12782",97205,NA
"12783",4593,6
"12784",4593,9
"12785",4509,11
"12786",4509,9
"12787",9106,NA
"12788",102212,NA
"12789",55217,8
"12790",55217,6
"12791",55217,NA
"12792",679,NA
"12793",679,NA
"12794",2597,NA
"12795",38170,2
"12796",38170,NA
"12797",25384,NA
"12798",61309,8
"12799",61270,-1
"12800",61270,2
"12801",61270,NA
"12802",58322,7
"12803",58322,5
"12804",24427,NA
"12805",97897,7
"12806",97897,9
"12807",97897,9
"12808",67952,NA
"12809",95056,NA
"12810",97270,5
"12811",97270,3
"12812",82734,7
"12813",82734,5
"12814",82734,7
"12815",91284,10
"12816",91284,NA
"12817",1025,6
"12818",1025,7
"12819",1025,4
"12820",1025,10
"12821",1025,NA
"12822",10442,7
"12823",7966,5
"12824",64420,3
"12825",15276,3
"12826",85971,NA
"12827",2303,3
"12828",2303,NA
"12829",28991,5
"12830",32159,NA
"12831",66091,2
"12832",12779,7
"12833",31505,3
"12834",31505,NA
"12835",65589,NA
"12836",39346,5
"12837",31089,4
"12838",62959,6
"12839",37143,NA
"12840",27049,NA
"12841",45289,5
"12842",45289,9
"12843",24385,1
"12844",24385,5
"12845",24385,4
"12846",24385,NA
"12847",24385,5
"12848",29805,11
"12849",29805,NA
"12850",14291,-4
"12851",14291,2
"12852",14291,0
"12853",14291,2
"12854",14291,NA
"12855",34320,4
"12856",98665,8
"12857",98665,12
"12858",52256,NA
"12859",52256,NA
"12860",45646,9
"12861",96542,4
"12862",35588,1
"12863",39497,2
"12864",39497,1
"12865",39497,-1
"12866",39497,2
"12867",39497,2
"12868",39497,0
"12869",98571,NA
"12870",98571,NA
"12871",78820,5
"12872",78820,3
"12873",6317,5
"12874",84454,NA
"12875",44364,2
"12876",15415,NA
"12877",3079,NA
"12878",30543,5
"12879",66293,1
"12880",37632,NA
"12881",17936,NA
"12882",88748,8
"12883",61537,NA
"12884",30824,1
"12885",20824,9
"12886",20824,10
"12887",72334,1
"12888",94062,6
"12889",93683,4
"12890",93683,3
"12891",93683,5
"12892",93683,0
"12893",77588,NA
"12894",77588,NA
"12895",77588,NA
"12896",77588,NA
"12897",77588,NA
"12898",74456,3
"12899",79102,NA
"12900",79102,NA
"12901",79102,NA
"12902",79102,NA
"12903",79102,NA
"12904",33527,9
"12905",33527,9
"12906",76307,9
"12907",76307,9
"12908",24333,NA
"12909",58750,6
"12910",43724,8
"12911",21143,4
"12912",21143,6
"12913",51648,NA
"12914",51648,NA
"12915",51648,NA
"12916",69678,NA
"12917",78916,1
"12918",78916,-1
"12919",81746,4
"12920",81746,4
"12921",14397,2
"12922",45214,10
"12923",83887,NA
"12924",61836,NA
"12925",4332,2
"12926",51094,NA
"12927",10779,3
"12928",10779,4
"12929",95967,8
"12930",99729,6
"12931",99729,4
"12932",99729,NA
"12933",8205,NA
"12934",50121,-1
"12935",1742,NA
"12936",24499,9
"12937",29944,NA
"12938",22813,8
"12939",22813,4
"12940",22813,4
"12941",86455,11
"12942",86455,7
"12943",48672,3
"12944",52041,5
"12945",52041,3
"12946",6373,NA
"12947",48127,NA
"12948",45835,1
"12949",34111,8
"12950",34111,5
"12951",743,NA
"12952",14009,NA
"12953",78575,4
"12954",78575,5
"12955",21700,2
"12956",24857,3
"12957",24857,3
"12958",35242,2
"12959",35690,7
"12960",35690,9
"12961",35690,5
"12962",35690,8
"12963",35690,NA
"12964",35690,NA
"12965",65170,3
"12966",65170,5
"12967",65170,2
"12968",28845,-1
"12969",28845,NA
"12970",32825,11
"12971",8347,3
"12972",5315,NA
"12973",11368,NA
"12974",11368,NA
"12975",11368,NA
"12976",81572,7
"12977",88591,4
"12978",36318,NA
"12979",52790,1
"12980",52790,NA
"12981",94695,4
"12982",20413,NA
"12983",20413,NA
"12984",20413,NA
"12985",92963,8
"12986",81487,9
"12987",81487,6
"12988",81487,8
"12989",88380,1
"12990",88380,3
"12991",75800,3
"12992",84198,3
"12993",84198,NA
"12994",88033,8
"12995",88033,7
"12996",19873,1
"12997",19873,2
"12998",19873,-1
"12999",19873,2
"13000",19237,5
"13001",26692,7
"13002",72309,5
"13003",9721,NA
"13004",9721,NA
"13005",70778,NA
"13006",37429,NA
"13007",37429,NA
"13008",67117,5
"13009",67117,NA
"13010",84653,NA
"13011",101059,5
"13012",101059,6
"13013",82014,6
"13014",82014,9
"13015",34430,4
"13016",34430,NA
"13017",43230,11
"13018",65483,NA
"13019",85713,NA
"13020",85713,NA
"13021",85713,NA
"13022",85713,NA
"13023",12131,-2
"13024",12131,3
"13025",9309,11
"13026",35203,10
"13027",35203,8
"13028",96948,NA
"13029",96948,NA
"13030",78124,7
"13031",78124,NA
"13032",102388,NA
"13033",40326,11
"13034",40326,7
"13035",94679,6
"13036",90994,NA
"13037",90994,NA
"13038",16715,NA
"13039",83539,NA
"13040",63375,NA
"13041",32113,NA
"13042",32113,NA
"13043",7562,3
"13044",49979,12
"13045",56489,6
"13046",56489,9
"13047",46251,4
"13048",46251,0
"13049",46251,NA
"13050",96316,9
"13051",71759,NA
"13052",41546,NA
"13053",95475,6
"13054",95475,NA
"13055",85590,12
"13056",85590,NA
"13057",44191,NA
"13058",72943,11
"13059",72943,NA
"13060",72943,9
"13061",72943,6
"13062",72943,9
"13063",11452,2
"13064",11452,2
"13065",11452,NA
"13066",3293,NA
"13067",95557,8
"13068",95557,8
"13069",95557,2
"13070",95557,NA
"13071",54398,NA
"13072",54398,NA
"13073",64883,1
"13074",64883,NA
"13075",52411,12
"13076",52411,7
"13077",52411,6
"13078",72196,10
"13079",72196,12
"13080",68459,6
"13081",44183,NA
"13082",29430,NA
"13083",3353,NA
"13084",59376,NA
"13085",50205,8
"13086",50205,5
"13087",12404,5
"13088",61573,3
"13089",61573,5
"13090",61573,NA
"13091",2763,NA
"13092",2763,NA
"13093",2763,NA
"13094",2763,NA
"13095",2763,NA
"13096",57228,4
"13097",57228,3
"13098",57228,4
"13099",57228,6
"13100",57228,3
"13101",87048,NA
"13102",14056,5
"13103",14056,1
"13104",14056,4
"13105",14056,1
"13106",14056,3
"13107",30701,7
"13108",101480,6
"13109",81124,6
"13110",94425,NA
"13111",94425,NA
"13112",26526,3
"13113",26526,6
"13114",26526,0
"13115",26526,4
"13116",26526,NA
"13117",40741,NA
"13118",37266,NA
"13119",67977,8
"13120",63299,NA
"13121",97631,2
"13122",83582,7
"13123",83582,5
"13124",28043,7
"13125",1089,NA
"13126",77901,13
"13127",90412,NA
"13128",90412,NA
"13129",93230,NA
"13130",9532,5
"13131",44593,NA
"13132",91330,4
"13133",91330,6
"13134",91330,8
"13135",481,NA
"13136",42999,8
"13137",102024,NA
"13138",102024,NA
"13139",45845,5
"13140",32013,NA
"13141",12732,NA
"13142",18239,NA
"13143",46960,6
"13144",46960,4
"13145",46960,2
"13146",46960,7
"13147",90343,5
"13148",40269,0
"13149",40269,1
"13150",40269,0
"13151",40269,5
"13152",84039,3
"13153",84734,NA
"13154",84734,NA
"13155",34873,5
"13156",88936,NA
"13157",19064,-2
"13158",19064,NA
"13159",75526,NA
"13160",69383,4
"13161",69383,1
"13162",51283,9
"13163",51283,6
"13164",16095,1
"13165",16095,NA
"13166",47618,8
"13167",47618,9
"13168",30946,10
"13169",15457,4
"13170",10232,NA
"13171",59662,NA
"13172",59662,NA
"13173",59662,NA
"13174",27725,NA
"13175",40020,3
"13176",52505,3
"13177",52505,1
"13178",53019,NA
"13179",53019,NA
"13180",83641,NA
"13181",19481,NA
"13182",48695,4
"13183",9485,NA
"13184",9485,NA
"13185",29551,NA
"13186",44914,4
"13187",54973,13
"13188",58962,NA
"13189",74132,8
"13190",74132,12
"13191",74132,8
"13192",74132,9
"13193",74132,10
"13194",74132,7
"13195",38300,8
"13196",69100,9
"13197",37106,NA
"13198",2593,NA
"13199",16134,5
"13200",4937,3
"13201",44225,2
"13202",63825,NA
"13203",63825,NA
"13204",92000,5
"13205",85527,8
"13206",74928,NA
"13207",56348,NA
"13208",59874,NA
"13209",22539,-9
"13210",22539,-5
"13211",46650,NA
"13212",46650,NA
"13213",14596,NA
"13214",80524,4
"13215",80524,6
"13216",80524,12
"13217",93425,NA
"13218",93425,NA
"13219",93425,NA
"13220",93425,NA
"13221",71900,NA
"13222",59536,5
"13223",72591,9
"13224",8478,NA
"13225",38866,-4
"13226",92855,5
"13227",67584,9
"13228",67584,NA
"13229",35694,3
"13230",51571,NA
"13231",32568,6
"13232",40232,8
"13233",40232,5
"13234",36827,3
"13235",57694,NA
"13236",45759,5
"13237",45759,4
"13238",45759,8
"13239",40955,1
"13240",40955,NA
"13241",65613,NA
"13242",61800,NA
"13243",61431,NA
"13244",61431,NA
"13245",24272,3
"13246",24272,5
"13247",27315,NA
"13248",27315,NA
"13249",27315,NA
"13250",44434,NA
"13251",18023,NA
"13252",69491,NA
"13253",62905,3
"13254",4169,9
"13255",4169,11
"13256",4169,8
"13257",9549,NA
"13258",66673,7
"13259",66673,6
"13260",66673,12
"13261",66673,8
"13262",63313,10
"13263",63313,7
"13264",100470,3
"13265",100470,5
"13266",100470,NA
"13267",40552,NA
"13268",40552,NA
"13269",40552,NA
"13270",40552,NA
"13271",10457,8
"13272",84994,9
"13273",84994,7
"13274",84994,7
"13275",84994,6
"13276",81566,NA
"13277",47190,NA
"13278",40160,NA
"13279",102097,NA
"13280",3497,NA
"13281",59681,7
"13282",59681,9
"13283",59681,4
"13284",59681,9
"13285",59681,8
"13286",69116,4
"13287",69116,1
"13288",67269,2
"13289",67269,0
"13290",79780,NA
"13291",25006,2
"13292",25006,5
"13293",25006,4
"13294",46613,NA
"13295",28784,4
"13296",28784,4
"13297",28784,7
"13298",36793,4
"13299",83701,2
"13300",83701,NA
"13301",91671,NA
"13302",30346,NA
"13303",68360,NA
"13304",68360,NA
"13305",68360,NA
"13306",50189,NA
"13307",99358,NA
"13308",20933,NA
"13309",42996,1
"13310",99274,NA
"13311",99838,4
"13312",34222,7
"13313",59642,5
"13314",59642,5
"13315",59642,7
"13316",59642,9
"13317",59642,7
"13318",84405,8
"13319",84405,9
"13320",101165,6
"13321",8876,NA
"13322",8876,NA
"13323",8876,NA
"13324",56785,NA
"13325",20343,10
"13326",20343,6
"13327",20343,6
"13328",20343,10
"13329",20343,6
"13330",20343,NA
"13331",29137,7
"13332",12354,10
"13333",12354,10
"13334",12354,6
"13335",12354,7
"13336",12354,11
"13337",28347,1
"13338",28992,4
"13339",97782,NA
"13340",64215,5
"13341",55492,4
"13342",102189,NA
"13343",36729,10
"13344",87724,9
"13345",87724,NA
"13346",32534,7
"13347",7724,NA
"13348",4856,NA
"13349",36915,5
"13350",36915,10
"13351",11120,8
"13352",88455,8
"13353",88455,7
"13354",30109,NA
"13355",67764,2
"13356",67764,NA
"13357",17145,NA
"13358",4521,4
"13359",82817,NA
"13360",82817,NA
"13361",81697,NA
"13362",73127,12
"13363",73127,5
"13364",73127,11
"13365",4255,2
"13366",4255,0
"13367",100574,NA
"13368",62754,5
"13369",10537,NA
"13370",2684,NA
"13371",2684,NA
"13372",38791,NA
"13373",54728,NA
"13374",52316,NA
"13375",11814,9
"13376",30275,3
"13377",92897,11
"13378",59776,7
"13379",59776,6
"13380",59776,11
"13381",59776,8
"13382",59776,NA
"13383",84130,6
"13384",75688,-2
"13385",75688,2
"13386",8864,10
"13387",99528,5
"13388",99528,3
"13389",99528,3
"13390",99528,1
"13391",51252,4
"13392",80790,8
"13393",59985,7
"13394",34024,8
"13395",101456,NA
"13396",96936,3
"13397",77871,NA
"13398",75033,0
"13399",75033,0
"13400",75033,3
"13401",62774,8
"13402",51406,6
"13403",33997,NA
"13404",59632,6
"13405",59632,NA
"13406",68136,NA
"13407",68136,NA
"13408",42040,NA
"13409",42040,NA
"13410",42040,NA
"13411",84860,NA
"13412",49983,NA
"13413",55821,NA
"13414",53843,NA
"13415",53843,NA
"13416",10313,NA
"13417",10313,NA
"13418",10313,NA
"13419",10313,NA
"13420",10313,NA
"13421",51326,3
"13422",64372,NA
"13423",64372,NA
"13424",64372,NA
"13425",82575,8
"13426",25018,10
"13427",59146,6
"13428",99832,NA
"13429",29264,1
"13430",29264,0
"13431",29264,6
"13432",29264,NA
"13433",29264,3
"13434",29264,3
"13435",6028,7
"13436",82594,-2
"13437",82594,5
"13438",82594,6
"13439",39057,NA
"13440",14739,NA
"13441",85054,6
"13442",77178,3
"13443",77178,0
"13444",39902,4
"13445",34782,6
"13446",34782,7
"13447",34782,6
"13448",34782,10
"13449",97318,1
"13450",51470,NA
"13451",70511,5
"13452",70511,6
"13453",55254,11
"13454",76957,6
"13455",102522,10
"13456",32561,NA
"13457",254,NA
"13458",76301,10
"13459",76301,11
"13460",76301,6
"13461",67506,9
"13462",67506,9
"13463",67506,7
"13464",70919,NA
"13465",70919,NA
"13466",70919,NA
"13467",61887,NA
"13468",91202,6
"13469",53920,NA
"13470",56320,10
"13471",80240,NA
"13472",55679,2
"13473",55679,2
"13474",55679,2
"13475",55679,0
"13476",68237,NA
"13477",67155,NA
"13478",49609,6
"13479",49609,5
"13480",94932,NA
"13481",96772,9
"13482",41275,10
"13483",41275,NA
"13484",18427,8
"13485",18427,10
"13486",18427,7
"13487",18427,NA
"13488",10338,NA
"13489",24221,2
"13490",24221,2
"13491",45095,3
"13492",73156,8
"13493",2151,NA
"13494",85230,10
"13495",85230,NA
"13496",92349,-1
"13497",89009,7
"13498",37449,2
"13499",72684,7
"13500",564,NA
"13501",564,NA
"13502",564,NA
"13503",564,NA
"13504",79119,4
"13505",79119,NA
"13506",79119,NA
"13507",66521,NA
"13508",98179,5
"13509",98179,4
"13510",58457,6
"13511",25397,7
"13512",86151,3
"13513",71458,4
"13514",7284,5
"13515",7284,8
"13516",7284,9
"13517",7284,11
"13518",7284,10
"13519",82569,NA
"13520",76766,9
"13521",18422,NA
"13522",12506,4
"13523",15905,NA
"13524",27713,6
"13525",27713,NA
"13526",14681,NA
"13527",40352,NA
"13528",40352,NA
"13529",1739,NA
"13530",1739,NA
"13531",46590,NA
"13532",50152,7
"13533",91941,6
"13534",81354,NA
"13535",36718,NA
"13536",84621,NA
"13537",50049,4
"13538",50049,7
"13539",10142,5
"13540",11625,4
"13541",15922,8
"13542",96005,NA
"13543",50471,11
"13544",50471,NA
"13545",37865,5
"13546",37865,8
"13547",11853,6
"13548",11853,NA
"13549",59266,NA
"13550",14271,9
"13551",14271,11
"13552",14271,7
"13553",14271,4
"13554",14271,NA
"13555",14271,NA
"13556",73451,2
"13557",73451,0
"13558",73451,NA
"13559",50324,1
"13560",50324,-1
"13561",50324,1
"13562",15285,NA
"13563",29338,12
"13564",29338,7
"13565",29338,7
"13566",54556,3
"13567",54556,3
"13568",54556,2
"13569",54556,5
"13570",87721,9
"13571",77157,NA
"13572",86897,4
"13573",86897,7
"13574",86897,5
"13575",33872,NA
"13576",98475,4
"13577",98475,5
"13578",98475,7
"13579",77866,8
"13580",77866,6
"13581",7219,NA
"13582",84209,NA
"13583",80460,NA
"13584",87644,NA
"13585",70906,NA
"13586",70906,NA
"13587",31265,NA
"13588",50334,10
"13589",37914,NA
"13590",37914,NA
"13591",25355,4
"13592",25355,3
"13593",69073,NA
"13594",100683,NA
"13595",5412,NA
"13596",20146,6
"13597",55708,NA
"13598",15191,NA
"13599",7423,4
"13600",7423,2
"13601",7423,2
"13602",95499,NA
"13603",86262,9
"13604",86262,7
"13605",86262,8
"13606",86262,10
"13607",86262,7
"13608",6861,NA
"13609",6861,NA
"13610",75263,NA
"13611",75263,NA
"13612",75263,NA
"13613",73580,7
"13614",80000,NA
"13615",80000,NA
"13616",2991,6
"13617",2991,8
"13618",41731,7
"13619",41731,NA
"13620",17177,9
"13621",22436,NA
"13622",11442,3
"13623",11442,7
"13624",81322,8
"13625",12052,NA
"13626",53062,8
"13627",53062,5
"13628",53062,NA
"13629",43560,NA
"13630",9984,9
"13631",9984,10
"13632",9984,10
"13633",9984,12
"13634",54738,NA
"13635",54738,NA
"13636",54738,NA
"13637",53399,2
"13638",53399,2
"13639",50393,NA
"13640",50393,NA
"13641",36996,5
"13642",44347,9
"13643",44347,11
"13644",44347,9
"13645",44347,10
"13646",35409,6
"13647",70865,1
"13648",70865,2
"13649",19046,9
"13650",19046,7
"13651",19046,7
"13652",19046,9
"13653",19046,5
"13654",19046,NA
"13655",15162,9
"13656",15162,8
"13657",86274,6
"13658",86274,5
"13659",86274,4
"13660",86274,5
"13661",86274,NA
"13662",69684,7
"13663",69684,9
"13664",102059,5
"13665",44487,7
"13666",44487,NA
"13667",65934,5
"13668",14828,3
"13669",74566,NA
"13670",81782,2
"13671",81782,NA
"13672",81782,NA
"13673",47662,11
"13674",47662,6
"13675",83160,2
"13676",42646,NA
"13677",58138,5
"13678",58138,5
"13679",58138,3
"13680",91571,5
"13681",91571,6
"13682",15916,11
"13683",15916,NA
"13684",15916,NA
"13685",72939,7
"13686",61135,4
"13687",61135,3
"13688",13155,4
"13689",9245,9
"13690",32833,NA
"13691",3066,NA
"13692",13647,NA
"13693",13647,NA
"13694",13647,NA
"13695",78044,NA
"13696",78044,NA
"13697",78044,NA
"13698",78044,NA
"13699",78044,NA
"13700",90558,NA
"13701",1447,NA
"13702",1012,4
"13703",28863,6
"13704",28863,NA
"13705",49660,NA
"13706",78183,8
"13707",14401,NA
"13708",37857,5
"13709",37857,0
"13710",37857,6
"13711",37857,3
"13712",90486,10
"13713",30708,NA
"13714",78939,NA
"13715",13990,NA
"13716",18893,8
"13717",18893,4
"13718",70371,4
"13719",7279,11
"13720",57183,NA
"13721",100783,NA
"13722",63441,10
"13723",88803,6
"13724",88803,8
"13725",93629,7
"13726",93629,5
"13727",93629,NA
"13728",24833,8
"13729",24833,7
"13730",24833,1
"13731",24833,6
"13732",971,NA
"13733",34682,4
"13734",34682,4
"13735",34682,-1
"13736",55383,5
"13737",55383,NA
"13738",54799,-3
"13739",72201,7
"13740",37861,6
"13741",37861,10
"13742",37861,9
"13743",20896,NA
"13744",61401,NA
"13745",66386,6
"13746",66386,NA
"13747",35741,NA
"13748",51275,2
"13749",51275,NA
"13750",89083,7
"13751",89083,8
"13752",89083,9
"13753",89083,10
"13754",62470,NA
"13755",92469,NA
"13756",97478,5
"13757",98405,7
"13758",7783,NA
"13759",7783,NA
"13760",7783,NA
"13761",7783,NA
"13762",7783,NA
"13763",47026,7
"13764",5897,8
"13765",5897,10
"13766",5897,9
"13767",5897,6
"13768",5897,NA
"13769",97526,NA
"13770",100756,2
"13771",68477,10
"13772",68477,8
"13773",23033,5
"13774",56380,8
"13775",56380,8
"13776",40522,3
"13777",72385,5
"13778",64706,4
"13779",96461,NA
"13780",98713,NA
"13781",47065,7
"13782",47065,5
"13783",96536,NA
"13784",96536,NA
"13785",101391,NA
"13786",86968,9
"13787",86968,7
"13788",14245,3
"13789",38671,6
"13790",84702,4
"13791",84702,NA
"13792",44401,2
"13793",44401,7
"13794",44401,10
"13795",44401,4
"13796",44401,NA
"13797",26874,6
"13798",26874,5
"13799",26874,3
"13800",26874,6
"13801",26874,0
"13802",4948,7
"13803",4948,8
"13804",4948,10
"13805",74046,3
"13806",75296,NA
"13807",18778,NA
"13808",4609,3
"13809",12504,NA
"13810",12504,NA
"13811",81920,6
"13812",25891,-6
"13813",25891,-6
"13814",25891,-7
"13815",52280,NA
"13816",52280,NA
"13817",99950,5
"13818",23604,3
"13819",41140,NA
"13820",50116,NA
"13821",56922,6
"13822",56922,4
"13823",56922,4
"13824",56922,2
"13825",44130,3
"13826",51322,11
"13827",51322,8
"13828",51322,4
"13829",39431,10
"13830",39431,6
"13831",39431,NA
"13832",54539,4
"13833",7320,NA
"13834",7320,NA
"13835",92559,8
"13836",97413,NA
"13837",97413,NA
"13838",72749,10
"13839",72749,8
"13840",57944,6
"13841",57944,7
"13842",99202,6
"13843",99202,8
"13844",99202,NA
"13845",90847,6
"13846",90847,3
"13847",90847,5
"13848",43428,NA
"13849",43428,NA
"13850",43428,NA
"13851",141,NA
"13852",9051,7
"13853",9051,4
"13854",9051,7
"13855",15028,NA
"13856",67475,6
"13857",67475,6
"13858",2496,NA
"13859",4693,0
"13860",4693,NA
"13861",60424,4
"13862",60424,8
"13863",27240,10
"13864",27240,7
"13865",91680,4
"13866",86566,0
"13867",91606,4
"13868",91606,5
"13869",3510,6
"13870",3510,7
"13871",55550,NA
"13872",81828,9
"13873",81828,9
"13874",61897,6
"13875",156,NA
"13876",20420,10
"13877",20420,10
"13878",75583,6
"13879",31374,4
"13880",31374,6
"13881",31374,6
"13882",11113,NA
"13883",94083,NA
"13884",94083,NA
"13885",94083,NA
"13886",94083,NA
"13887",94083,NA
"13888",86884,NA
"13889",25579,NA
"13890",89207,10
"13891",89207,NA
"13892",65072,3
"13893",65072,0
"13894",65072,3
"13895",65072,2
"13896",7840,8
"13897",54452,7
"13898",48215,4
"13899",23690,NA
"13900",20876,5
"13901",11380,8
"13902",78722,3
"13903",78722,NA
"13904",18655,9
"13905",78583,8
"13906",54132,6
"13907",54132,6
"13908",48463,6
"13909",48463,NA
"13910",32649,4
"13911",32649,4
"13912",82124,2
"13913",82124,6
"13914",26349,NA
"13915",57376,7
"13916",57376,7
"13917",57376,6
"13918",57376,9
"13919",37879,NA
"13920",33887,5
"13921",33887,3
"13922",72081,5
"13923",18125,7
"13924",30943,7
"13925",30943,6
"13926",30943,2
"13927",30943,4
"13928",81500,3
"13929",81500,5
"13930",82953,5
"13931",82953,NA
"13932",58794,5
"13933",60795,4
"13934",60795,7
"13935",18182,4
"13936",29323,7
"13937",35544,4
"13938",65976,12
"13939",63689,2
"13940",102131,4
"13941",49961,7
"13942",49961,10
"13943",87661,NA
"13944",37489,NA
"13945",88409,4
"13946",8305,4
"13947",8305,4
"13948",100871,8
"13949",31478,9
"13950",15280,9
"13951",15280,NA
"13952",43128,4
"13953",43128,2
"13954",43128,5
"13955",43128,NA
"13956",6942,9
"13957",6942,NA
"13958",69404,2
"13959",69404,7
"13960",69404,2
"13961",69404,3
"13962",12040,NA
"13963",65293,NA
"13964",81104,8
"13965",39258,3
"13966",39258,NA
"13967",101769,5
"13968",101769,NA
"13969",87417,0
"13970",87417,-1
"13971",25642,4
"13972",25642,8
"13973",25642,NA
"13974",73122,5
"13975",18934,8
"13976",45381,NA
"13977",56102,6
"13978",56102,10
"13979",27417,NA
"13980",69727,NA
"13981",21228,NA
"13982",21228,NA
"13983",21228,NA
"13984",21228,NA
"13985",9333,NA
"13986",20916,NA
"13987",97606,6
"13988",97606,NA
"13989",25914,NA
"13990",68909,9
"13991",68909,3
"13992",24733,NA
